stage,course,content,age,subject,unit_type,unit_title,card_title,block_title,card_type,block_type,text
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo presentamos nuestra idea?,Actividades,lesson,exam,"Es el momento de presentar a vuestra clase el proyecto y de escuchar la presentación del resto de grupos.
a) Tras las presentaciones de los diferentes proyectos, valoradlas aportando ideas y opiniones constructivas para mejorar los proyectos.
b) Decidid también cuál ha sido el proyecto más interesante y cuál el mejor presentado.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/19_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo presentamos nuestra idea?,Actividades,lesson,exam,"Reflexionad en equipo sobre las valoraciones y críticas recibidas y anotad propuestas de mejora, rediseño o corrección de cualquier cosa del proceso que podáis mejorar.
Ficha 19     Ficha 20"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo llegamos a todo el mundo?,Contenido,lesson,text,"¿Cómo llegamos a todo el mundo?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/20_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo llegamos a todo el mundo?,Actividades,lesson,exam,"Al ofrecer vuestro producto al mundo entero debéis pensar en que quizás sea necesario adaptar o globalizar ese producto a todos los potenciales clientes. Haced un informe valorando:
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/20_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo llegamos a todo el mundo?,Actividades,lesson,exam,"Diseñad un blog o una página web que sea el escaparate de presentación de vuestro proyecto. Lo podéis hacer con múltiples plataformas, como Google Sites, Blogger o WordPress. Una vez más tenéis que cuidar el mensaje, el diseño, la accesibilidad, etc., para diferenciaros del resto.
– Pegad a continuación la dirección del blog o web que hayan diseñado.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/20_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo llegamos a todo el mundo?,Actividades,lesson,exam,"Diseñad un plan de comunicación enfocado a las redes sociales más utilizadas y explotad sus ventajas.
Ficha 21     Ficha 22"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,¿Cómo llegamos a todo el mundo?,Actividades,lesson,exam,"Por último, si quisierais fabricar vuestro producto en grandes cantidades, necesitaréis dinero. Buscad formas de financiación que puedan proporcionaros los recursos económicos que podríais necesitar para hacer realidad vuestro proyecto.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/20_4.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,Emprende y aprende,Contenido,lesson,text,https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/21_1.png
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,Emprende y aprende,Actividades,lesson,exam,"Explicad vuestra experiencia.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/21_2.png
— Realizad un vídeo en equipo.
— Explicad en él todo el proceso: desde la generación de la idea hasta la fabricación y difusión de vuestro producto.
El vídeo os servirá para repasar vuestros aciertos y aprender de vuestros errores."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,Emprende y aprende,Actividades,lesson,exam,"No todas las ideas o los proyectos van orientados a un producto del que obtener un beneficio comercial.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/21_3.png
a) Buscad información sobre proyectos e ideas sociales que lleven a cabo ONG que estén cambiando la vida de muchas personas.
b) Plantead una propuesta de ONG que aborde algún problema social en el barrio o en vuestro municipio."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,Emprende y aprende,Actividades,lesson,exam,"Como vimos al principio, el número de emprendedores es mucho mayor que el de emprendedoras. Aunque en las últimas décadas se han dado importantes avances, todavía existen muchas dificultades, como leyes y normas sociales discriminatorias que dejan a las mujeres infrarrepresentadas a todos los niveles de liderazgo político y empresarial.
— Organizad un coloquio donde se analicen este problema y sus posibles soluciones.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad2/img/21_4.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Emprendimiento 360°,REVISA-T,,learning_diary,,"—¿Cómo valoras el trabajo realizado? ¿Volverías a repetir la experiencia?
—¿Qué parte te ha parecido más difícil?
—¿Qué cosas cambiarías de todo el proceso? ¿Fabricarías algo diferente?
—¿Te ves preparado y capacitado para ser una persona emprendedora?"
