stage,course,content,age,subject,unit_type,unit_title,card_title,block_title,card_type,block_type,text
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Lo construimos?,Contenido,lesson,text,"¿Lo construimos?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/26_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Lo construimos?,Actividades,lesson,exam,"Antes de fabricar vuestro DAE, comprobad que el circuito que habéis diseñado funciona:
a) Utilizad un programa de simulación de circuitos, como TinkerCAD, para diseñar vuestro circuito.
b) Comprobad el circuito; haced las pruebas que consideréis necesarias. Pegad a continuación la dirección para compartir vuestro diseño TinkerCAD.
c) Realizad un diario de pruebas, explicando las diferentes pruebas que hacéis.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/26_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Lo construimos?,Actividades,lesson,exam,"Ha llegado el momento de montar el circuito. Busca los componentes que necesitas en el aula taller y ¡manos a la obra!
— Utilizando una placa protoboard, montad el circuito tal y como lo tenéis diseñado.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/26_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Lo construimos?,Actividades,lesson,exam,"Para terminar, diseñad una carcasa: una caja en la que quepan todos los componentes y que deje visible las señales, los interruptores y los potenciómetros para su manipulación.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/26_4.png
Ficha 31"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Y esto cómo funciona?,Contenido,lesson,text,"¿Y esto cómo funciona?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_1.png
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Y esto cómo funciona?,Actividades,lesson,exam,"Ahora vais a poner en funcionamiento vuestro DAE. Pero para que funcione correctamente, necesitáis calibrarlo, es decir, colocar los potenciómetros para que nos avise con la temperatura y la luz que deseamos.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_3.png
a) Calibrad la temperatura. Vais a necesitar un termómetro.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_4.png
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_5.png
b) Calibrad la luminosidad. Necesitaréis un sensor de luminosidad (luxómetro). Si no contáis con uno en el aula-taller, no os preocupéis, actualmente hay aplicaciones para el móvil que ofrecen esta utilidad.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/27_6.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Y cuánto ahorramos con nuestro DAE?,Contenido,lesson,text,"¿Y cuánto ahorramos con nuestro DAE?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/28_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Y cuánto ahorramos con nuestro DAE?,Actividades,lesson,exam,"En la actividad 2 calculaste cuánto costaba la electricidad. Trata de descubrir ahora cuánto puedes llegar a ahorrar usando el DAE.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/28_2.png
a) Cuenta el número de luces del aula y averigua su potencia eléctrica.
b) Calcula cuánto tiempo tenéis encendidas las luces del aula a lo largo del día.
c) Haz una estimación de cuánto tiempo ahorráis de luz utilizando el DAE.
d) Con todos los datos anteriores, ya puedes calcular el ahorro en electricidad."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,¿Y cuánto ahorramos con nuestro DAE?,Actividades,lesson,exam,"¿Cuál creéis que será la energía del futuro? En los últimos años se han hecho grandes avances en energías renovables, en especial en la energía por fusión nuclear.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/28_3.png
— Investigad sobre la energía por fusión nuclear y preparad en grupo una presentación que incluya información sobre las últimas novedades.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/28_4.png
Ficha 68     Ficha 73"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,Domadores de energía,Contenido,lesson,text,https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/29_1.png
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,Domadores de energía,Actividades,lesson,exam,"¿Qué os parece vuestro primer DAE? Seguro que se os ocurren muchas mejoras que se le podrían añadir, incluso sistemas para controlar otros gastos más allá de la luz y la calefacción.
— En grupos, elaborad una lista de posibles mejoras o ampliaciones de vuestro DAE."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,Domadores de energía,Actividades,lesson,exam,"Imaginad que una empresa quiere fabricar en masa un DAE. Preparad una presentación que explique qué es, cómo funciona y el ahorro que se puede conseguir usando el DAE para que esta empresa se decida por vuestro diseño.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/29_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,Domadores de energía,Actividades,lesson,exam,"Con vuestro DAE podéis lograr ahorrar energía y ayudar al planeta, pero hay muchas otras formas de hacer un uso responsable de la energía.
— En grupos, haced un decálogo de medidas para ahorrar energía y presentadlo en forma de póster. No olvidéis añadir algún eslogan para llamar la atención de todo el que lo lea.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad3/img/29_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,Domadores de energía,Actividades,lesson,exam,"Vivimos rodeados de dispositivos electrónicos. ¿Qué aprendizajes creéis que podréis aplicar en vuestro día a día?
— Elaborad una lista de situaciones cotidianas en las que podáis usar lo aprendido, explicando cómo lo haríais."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,Pequeños gestos que ayudan al planeta,REVISA-T,,learning_diary,,"—¿Qué parte te ha parecido más difícil?
—¿Con qué recursos contabas? ¿Tenías todos los componentes necesarios?
—¿Qué problemas te has encontrado? ¿Cómo los has solucionado?"
