stage,course,content,age,subject,unit_type,unit_title,card_title,block_title,card_type,block_type,text
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¡Vais a construir un circuito neumático!,Actividades,lesson,exam,"¿En qué podríais mejorar el circuito anterior? Probad a añadirle:
a) Un temporizador para que la puerta permanezca un tiempo prudente abierta y la apertura y el cierre no sean instantáneos y bruscos.
b) Unos sensores de presencia para aseguraros de que nadie quede pillado por las hojas de la puerta si se queda parado en medio."
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¡Vais a construir un circuito neumático!,Actividades,lesson,exam,"Realizad el esquema de espacio-fase de los circuitos que habéis diseñado. Podéis fijaros en el siguiente ejemplo:
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/43_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¿Es segura la neumática?,Contenido,lesson,text,"¿Es segura la neumática?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/44_1.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¿Es segura la neumática?,Actividades,lesson,exam,"Redactad una ficha con los riesgos derivados de la utilización de la neumática o la hidráulica y otra con las medidas de prevención y seguridad que hay que seguir para evitar accidentes.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/44_2.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¿Es segura la neumática?,Actividades,lesson,exam,"Seguro que habéis oído hablar de alguien que ha sufrido un reventón en alguna rueda de su vehículo cuando iba circulando. Los neumáticos llevan en su interior aire comprimido que, al salir de forma no controlada por un reventón, pueden generar una peligrosa situación de inestabilidad en la dirección del vehículo.
— Investigad sobre los neumáticos «sin aire» que han inventado algunos fabricantes. ¿Se os ocurre otra solución alternativa?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/44_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¿Es segura la neumática?,Actividades,lesson,exam,"¿Os habéis planteado por qué el desodorante en espray siempre sale tan frío? Su contenido no deja de ser «aire comprimido». Investigad a qué se debe teniendo en cuenta las leyes y propiedades físicas que entran en juego.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/44_4.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,¿Es segura la neumática?,Actividades,lesson,exam,"En esa misma línea, investigad sobre por qué algunos tipos de extintores de incendios (como el que se muestra en la imagen) llevan acoplada una boquilla alargada. ¿No es apasionante entender el porqué de las cosas que nos rodean?
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/44_5.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,Momento de conclusiones…,Contenido,lesson,text,https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/45_1.png
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,Momento de conclusiones…,Actividades,lesson,exam,"Habréis observado que en ingeniería un mismo problema se puede abordar de diferentes maneras con distintas tecnologías. Reflexionad sobre el trabajo realizado:
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/45_2.png
a) ¿Os ha costado familiarizaros con la simbología de los circuitos neumáticos?
b) ¿Qué componente neumático os ha llamado más la atención en cuanto a su funcionamiento y a su utilidad?
c) ¿Habéis encontrado más de una solución al problema planteado?
d) ¿Qué os ha llevado a decantaros por la solución final propuesta por vuestro grupo?
e) ¿Se podría haber solucionado usando alguna tecnología alternativa a la neumática?"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,Momento de conclusiones…,Actividades,lesson,exam,"Difundid vuestro proyecto. Realizad un post en un blog explicando el proyecto junto a alguna imagen del resultado o enlazando a un vídeo con su desarrollo y donde se vea cómo el sistema de apertura mediante pulsador puede facilitar el acceso al centro educativo.
https://plus.edebe.com/pymedia/markdownfiles/134335/unidad5/img/45_3.png"
SECUNDARIA,CUARTO,TECNOLOGÍA 4,15-16 años,TECNOLOGIA,SA,La neumática en nuestro entorno,REVISA-T,,learning_diary,,"—¿Cómo valoras tu aportación al grupo en pro de ofrecer una solución al problema de tu centro? ¿Estás satisfecho de tu esfuerzo y trabajo personal?
—¿Cuáles eran tus conocimientos previos en este campo o sector de la neumática? ¿Qué has aprendido que no sabías?
—¿Qué te ha parecido más difícil?
—Valora todo lo que has descubierto sobre la neumática. ¿Crees que son importantes su uso y sus aplicaciones en tu vida diaria?"
